0.406	0.457
0.417	0.6
0.425	0.751
0.432	0.894
0.443	1.26
0.457	1.97
0.48	4.1
0.483	4.53
0.488	5.43
0.497	7.37
0.507	9.21
0.516	11.68
0.53	16.86
0.546	24.7
0.563	38.9

