2.49	0.249
2.51	0.449
2.55	0.989
2.57	1.38
2.58	1.87
2.59	2.1
2.6	2.39
2.6	2.73
2.61	2.89
2.62	3.5
2.63	4.22
2.64	5.26
2.65	5.73
2.66	6.84
2.67	7.55
2.68	8.51
2.7	10.63
2.72	13.71
2.73	15.02
2.76	20.7
2.79	25.4
2.84	36
2.85	40

