0.51	0.445
0.518	0.457
0.522	0.492
0.533	0.616
0.546	0.813
0.555	0.999
0.567	1.24
0.589	1.98
0.606	2.81
0.623	4
0.627	4.36
0.632	4.96
0.641	6.03
0.65	7.36
0.663	9.64
0.672	11.62
0.685	14.99
0.697	19.7
0.709	25.2
0.721	32.4
0.726	37.1

