1.612	0.336
1.619	0.392
1.629	0.485
1.636	0.562
1.643	0.647
1.65	0.753
1.657	0.86
1.665	1.01
1.672	1.17
1.68	1.35
1.685	1.48
1.69	1.63
1.693	1.73
1.696	1.83
1.7	2
1.73	3.3
1.76	4.6
1.77	6.2
1.8	8.1
1.84	11
1.88	13.4
1.92	16.9
1.94	19.3
1.98	22.8
2.01	25.3
2.05	28.7
2.09	33.4
2.16	39.7

