1.79	0.32
1.82	0.66
1.84	1.11
1.89	2.14
1.91	3.08
1.93	3.71
1.95	5.13
2.01	8.64
2.06	12.25
2.15	19.1
2.24	26.4
2.29	30.9
2.37	38.5

