0.574	0.44
0.577	0.461
0.582	0.508
0.59	0.592
0.599	0.72
0.612	0.927
0.633	1.453
0.653	2.19
0.68	3.76
0.687	4.32
0.695	5.15
0.704	6.1
0.721	8.37
0.736	11.01
0.751	14.81
0.76	16.98
0.777	22
0.803	32.8
0.812	39

